full_address,TLA,LocalityName,class_lookup
"32 ESPLANADE, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"35 CASSIDY AVENUE, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"389 OLD BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"3 Nathaniel Archer Street, NA, Waimakariri, New Zealand",059,NA,Urban
"4 THE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"21 Easons Road, Hampden, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"22 Saunders Road, NA, Ashburton, New Zealand",063,NA,Urban
"EVEREST WAY, Springston, Selwyn, New Zealand",062,Springston,Peri-urban (disputed)
"2 COX LANE, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"5 Thomas Street, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"10 Sea View Terrace, Seaview, Timaru, Seaview, Timaru, New Zealand",064,Seaview,Urban
"Mt Harding Road, NA, Ashburton, New Zealand",063,NA,Rural
"48 Main Street, Weston, Oamaru, Weston, Waitaki (part), New Zealand",068,Weston,Urban
"15 Roxby Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"12 GLENBROOK CRESCENT, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"520 South Eyre Road, NA, Waimakariri, New Zealand",059,NA,Rural
"312B Thames Highway, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"33 Manse Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"5/2 Westcott Street, Dallington, Christchurch City, New Zealand",060,Dallington,Urban
"368 Steward Road, Waitaki Bridge, Waitaki Bridge, Waitaki (part), New Zealand",068,Waitaki Bridge,Peri-urban/Uncertain
"332 Havelock Street, NA, Ashburton, New Zealand",063,NA,Urban
"29 HASTING STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"42 Hanrahan Street, Upper Riccarton, Christchurch City, New Zealand",060,Upper Riccarton,Urban
"34 Ashbury Avenue, Waimataitai, Timaru, Waimataitai, Timaru, New Zealand",064,Waimataitai,Urban
"113 NORTH BELT, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"179 PATERSONS ROAD, Greta Valley, Hurunui, New Zealand",058,Greta Valley,Rural
"218 Lehmans Road, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"Waitohi Pleasant Point Road, RD 25, Temuka, Waitohi, Timaru, New Zealand",064,Waitohi,Rural
"0 HOOKER CRESCENT, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"41 Tara Crescent, NA, Waimakariri, New Zealand",059,NA,Urban
"67 JACKS PASS ROAD, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"23 High Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"River Road, NA, Ashburton, New Zealand",063,NA,Rural
"365 TERRACE ROAD, Leithfield, Hurunui, New Zealand",058,Leithfield,Rural
"9 BUXTON PLACE, Gore Bay, Hurunui, New Zealand",058,Gore Bay,Peri-urban (disputed)
"28 Coronation Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"12 MOA ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"908 Lower Styx Road, Brooklands, Christchurch City, New Zealand",060,Brooklands,Urban
"70 Stafford Street, Hampden, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"272-280 ESPLANADE, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"59 GERALD STREET, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"7 Yare Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"4 CRAIGIEBURN STREET, Darfield, Selwyn, New Zealand",062,Darfield,Urban
"10 LAKELAND AVENUE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"101 Michael Street, NA, Ashburton, New Zealand",063,NA,Urban
"0 STATE HIGHWAY 8 FAIRLIE, Hazelburn, Mackenzie, New Zealand",065,Hazelburn,Rural
"10 FERNHAM WAY, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"76 PARITAI LANE, Amberley, Hurunui, New Zealand",058,Amberley,Peri-urban (disputed)
"NA, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"NA, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"58 White Street, NA, Waimakariri, New Zealand",059,NA,Urban
"46 GRAEME FOOTE STREET, Darfield, Selwyn, New Zealand",062,Darfield,Urban
"16 CASS CRESCENT, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"12 PERAMBULATOR LANE, Kimbell, Mackenzie, New Zealand",065,Kimbell,Urban
"142 Meadows Road, Washdyke, Timaru, Washdyke, Timaru, New Zealand",064,Washdyke,Peri-urban (disputed)
"SOUTH BAY PARADE, NA, Kaikoura, New Zealand",054,NA,Rural
"6 King Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"NA, Deborah, Waitaki (part), New Zealand",068,Deborah,Peri-urban/Uncertain
"207 PARSONS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"0 STATE HIGHWAY 79, Fairlie, Mackenzie, New Zealand",065,Fairlie,Peri-urban (disputed)
"130-134 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"53 Chinnerys Road, NA, Waimakariri, New Zealand",059,NA,Urban
"46 Queens Drive, NA, Ashburton, New Zealand",063,NA,Urban
"61 Macphail Avenue, NA, Waimakariri, New Zealand",059,NA,Urban
"157 MacKenzie Avenue, Woolston, Christchurch City, New Zealand",060,Woolston,Urban
"0 Esk Bank Road, Otaio, Waimate, New Zealand",066,Otaio,Rural
"51 Lookout Road, RD 22, Geraldine, Peel Forest, Timaru, New Zealand",064,Peel Forest,Urban
"3 Reeves Road, NA, Waimakariri, New Zealand",059,NA,Urban
"28 Carters Road, NA, Ashburton, New Zealand",063,NA,Urban
"61 FARTHING DRIVE, Prebbleton, Selwyn, New Zealand",062,Prebbleton,Urban
"125 Winters Road, Redwood, Christchurch City, New Zealand",060,Redwood,Urban
"2/27 Jollie Street, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Urban
"9 HAYSHED STREET, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"POSTMANS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"25 Hallfield Drive, NA, Waimakariri, New Zealand",059,NA,Urban
"646 Downs Road, NA, Waimakariri, New Zealand",059,NA,Rural
"18 Hayle Street, Holmes Hill, Oamaru, Holmes Hill, Waitaki (part), New Zealand",068,Holmes Hill,Urban
"107 Timaru Road, Waimate, Waimate, New Zealand",066,Waimate,Urban
"1 Ashley Place, NA, Waimakariri, New Zealand",059,NA,Urban
"38 Huffey Street, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Urban
"4 Dash Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"148 Hilton Highway, Washdyke, Timaru, Washdyke, Timaru, New Zealand",064,Washdyke,Peri-urban (disputed)
"121 MIDDLE VALLEY ROAD, Middle Valley, Mackenzie, New Zealand",065,Middle Valley,Rural
"423 Hillboro Road, Otaio, Waimate, New Zealand",066,Otaio,Rural
"12 Lowther Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"602 Hook Swamp Road, Makikihi, Waimate, New Zealand",066,Makikihi,Rural
"110 Cameron Street, NA, Ashburton, New Zealand",063,NA,Urban
"391 BALCAIRN AMBERLEY ROAD, Amberley, Hurunui, New Zealand",058,Amberley,Peri-urban (disputed)
"58 Frome Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"132 ESPLANADE, NA, Kaikoura, New Zealand",054,NA,Urban
"149 Forest Drive, NA, Ashburton, New Zealand",063,NA,Rural
"62 LEESTON DUNSANDEL ROAD, Dunsandel, Selwyn, New Zealand",062,Dunsandel,Peri-urban (disputed)
"514 Landsborough Road, RD 4, Timaru, Claremont, Timaru, New Zealand",064,Claremont,Peri-urban (disputed)
"269 LINCOLN ROLLESTON ROAD, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"138 MAX SMITH DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"156 Huxley Street, Sydenham, Christchurch City, New Zealand",060,Sydenham,Urban
"12 Kotare Avenue, NA, Waimakariri, New Zealand",059,NA,Urban
"11 MT COOK STREET, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"38 GRANDVUE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"61 Cass Street, NA, Ashburton, New Zealand",063,NA,Rural
"5110 Arundel Rakaia Gorge, NA, Ashburton, New Zealand",063,NA,Rural
"LUDSTONE ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"6 Hampden Square, Hampden, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"0 SCHOOL ROAD, Fairlie, Mackenzie, New Zealand",065,Fairlie,Rural
"Smith Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"86B Buckleys Road, Linwood, Christchurch City, New Zealand",060,Linwood,Urban
"7 Edinburgh Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"33 June Street, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"734 OMIHI ROAD, Omihi, Hurunui, New Zealand",058,Omihi,Urban
"2000 LILYBANK ROAD, Tekapo, Mackenzie, New Zealand",065,Tekapo,Rural
"176 MEDBURY ROAD, Medbury, Hurunui, New Zealand",058,Medbury,Peri-urban/Uncertain
"74 STATIONMASTERS WAY, Prebbleton, Selwyn, New Zealand",062,Prebbleton,Urban
"26 Tuhoe Avenue, NA, Waimakariri, New Zealand",059,NA,Urban
"273 LEADLEYS ROAD, Prebbleton, Selwyn, New Zealand",062,Prebbleton,Peri-urban (disputed)
"6 DELAMARE WAY, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"30 CADMAN STREET, Cheviot, Hurunui, New Zealand",058,Cheviot,Peri-urban (disputed)
"27 South Belt, NA, Ashburton, New Zealand",063,NA,Urban
"127 Waituna Back Road, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"5 GRANDVUE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"6 DUMBLANE WAY, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"1659 Hakatere Potts Road, NA, Ashburton, New Zealand",063,NA,Rural
"14 Mueller Drive, Oceanview, Timaru, Oceanview, Timaru, New Zealand",064,Oceanview,Urban
"27 BYRON STREET, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"59 Harris Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"1650 HOSKYNS ROAD, Kirwee, Selwyn, New Zealand",062,Kirwee,Rural
"39 ADELPHI TERRACE, NA, Kaikoura, New Zealand",054,NA,Urban
"71 Racecourse Road, NA, Ashburton, New Zealand",063,NA,Urban
"15 MARKET STREET, Leeston, Selwyn, New Zealand",062,Leeston,Urban
"200 High Street, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"649 Highbank Cairnbrae R, NA, Ashburton, New Zealand",063,NA,Rural
"45 Wilkin Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"39 Cobblestone Road, Kakanui, Oamaru, Kakanui, Waitaki (part), New Zealand",068,Kakanui,Rural
"32 Coniston Drive, NA, Ashburton, New Zealand",063,NA,Urban
"14 MARGATE STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"193 Cones Road, NA, Waimakariri, New Zealand",059,NA,Rural
"437 High Street, NA, Waimakariri, New Zealand",059,NA,Urban
"9 Studholme Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"834 Crowes Road, Morven, Waimate, New Zealand",066,Morven,Rural
"8 DUMBLANE WAY, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"137 TORQUAY STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"8B NORTH WEST ARCH, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"4 FORD MEWS, Springston, Selwyn, New Zealand",062,Springston,Peri-urban (disputed)
"9 OMARAMA AVE, Omarama, Waitaki (part), New Zealand",068,Omarama,Rural
"645 Hakataramea Valley Road, Cattle Creek, Waimate, New Zealand",066,Cattle Creek,Rural
"48 Newton Street, Watlington, Timaru, Watlington, Timaru, New Zealand",064,Watlington,Urban
"270 O'Roarkes Road, NA, Waimakariri, New Zealand",059,NA,Rural
"39 Reservoir Road, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"60 Wiggins Street, Sumner, Christchurch City, New Zealand",060,Sumner,Urban
"235 Pages Road, Gleniti, Timaru, Gleniti, Timaru, New Zealand",064,Gleniti,Urban
"218 North Street, West End, Timaru, Watlington, Timaru, New Zealand",064,Watlington,Urban
"6 Rye Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"4 AUSTIN STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"23 Ballymena Drive, Belfast, Christchurch City, New Zealand",060,Belfast,Urban
"COLERIDGE ROAD, Windwhistle, Selwyn, New Zealand",062,Windwhistle,Urban
"74 Flinders Road, Heathcote, Christchurch City, New Zealand",060,Heathcote,Urban
"60 CHURCHILL STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"0 Ferry Lane, Hakataramea, Waimate, New Zealand",066,Hakataramea,Rural
"17 Gossett Lane (Pvt), NA, Waimakariri, New Zealand",059,NA,Urban
"26 CLAVERLEY ROAD, Conway Flat, Hurunui, New Zealand",058,Conway Flat,Rural
"STATE HIGHWAY 1, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"9 Meyer Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"387 Seafield Road, NA, Ashburton, New Zealand",063,NA,Rural
"8 Hughes Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"NA, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"NA, Hillgrove, Waitaki (part), New Zealand",068,Hillgrove,Peri-urban/Uncertain
"376 Horsfall Road, RD 22, Geraldine, Peel Forest, Timaru, New Zealand",064,Peel Forest,Rural
"4/27 Barrie Street, Addington, Christchurch City, New Zealand",060,Addington,Urban
"4 Murphy Street, Morven, Waimate, New Zealand",066,Morven,Peri-urban/Uncertain
"62 Spring Road, Gleniti, Timaru, Gleniti, Timaru, New Zealand",064,Gleniti,Urban
"659-792 STATE HIGHWAY 1, NA, Kaikoura, New Zealand",054,NA,Rural
"23 Carters Terrace, NA, Ashburton, New Zealand",063,NA,Rural
"12 George Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"17 Mary Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"13 TE KEEPA ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"86 STATION ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"14 Elizabeth Place, NA, Ashburton, New Zealand",063,NA,Urban
"13 BENASHET DRIVE, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"SOUTH BAY PARADE, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"7 Caernarvon Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"18 JOHNSON AVENUE, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"120 KINGS ROAD, Leithfield Beach, Hurunui, New Zealand",058,Leithfield Beach,Peri-urban (disputed)
"104 Coleridge Street, Sydenham, Christchurch City, New Zealand",060,Sydenham,Urban
"4 Ross Road, NA, Ashburton, New Zealand",063,NA,Rural
"DRYDEN AVENUE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"7 Cherry Lane, NA, Ashburton, New Zealand",063,NA,Urban
"9 Beach Road, North New Brighton, Christchurch City, New Zealand",060,North New Brighton,Urban
"38 Queen Street, NA, Waimakariri, New Zealand",059,NA,Urban
"0 SIEGERTS ROAD, Kimbell, Mackenzie, New Zealand",065,Kimbell,Rural
"3770 STATE HIGHWAY 1, NA, Kaikoura, New Zealand",054,NA,Urban
"117 Soleares Avenue, McCormacks Bay, Christchurch City, New Zealand",060,McCormacks Bay,Urban
"32 Havelock Street, NA, Ashburton, New Zealand",063,NA,Urban
"48 Burnett Street, Kakanui, Oamaru, Kakanui, Waitaki (part), New Zealand",068,Kakanui,Rural
"59 Lyall Road, Saint Andrews, Waimate, New Zealand",066,Saint Andrews,Peri-urban (disputed)
"25 PLOVER AVENUE, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"98 Elizabeth Avenue, NA, Ashburton, New Zealand",063,NA,Urban
"STATE HIGHWAY 1, NA, Kaikoura, New Zealand",054,NA,Rural
"0 AWAKINO RD, Kurow, Waitaki (part), New Zealand",068,Kurow,Rural
"NA, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"373 Flaxton Road, NA, Waimakariri, New Zealand",059,NA,Rural
"54 Chelmsford Street, Hampden, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"908 Forks Road, NA, Ashburton, New Zealand",063,NA,Rural
"51 CLYDESDALE WAY, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"NA, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"2602 S HWAY 8, Glenbrook, Waitaki (part), New Zealand",068,Glenbrook,Rural
"24 Pentecost Road, NA, Waimakariri, New Zealand",059,NA,Urban
"15 Hartley Crescent, Marchwiel, Timaru, Waimataitai, Timaru, New Zealand",064,Waimataitai,Urban
"44 Heaton Street, Parkside, Timaru, Parkside, Timaru, New Zealand",064,Parkside,Urban
"0 LAKE OHAU RD, Lake Ohau, Waitaki (part), New Zealand",068,Lake Ohau,Rural
"20 DUKE STREET, Albury, Mackenzie, New Zealand",065,Albury,Peri-urban/Uncertain
"1 Kalmia Place, NA, Waimakariri, New Zealand",059,NA,Urban
"MAKONUI ROAD, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"138 Merton Road, NA, Waimakariri, New Zealand",059,NA,Rural
"125 Forest Drive, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"15 Kyber Street, Pleasant Point, Pleasant Point, Timaru, New Zealand",064,Pleasant Point,Urban
"55 BETHANY ROAD, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"0 Centre Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"452 ROBINSONS ROAD, Prebbleton, Selwyn, New Zealand",062,Prebbleton,Peri-urban (disputed)
"37 MONTROSE AVENUE, Culverden, Hurunui, New Zealand",058,Culverden,Peri-urban (disputed)
"89 Salisbury Crescent, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"12/54 Champion Street, St Albans, Christchurch City, New Zealand",060,St Albans,Urban
"89 BRANTHWAITE DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"110 JEAN ARCHIE DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"14 Guthrie Street, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"36 Island Road, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"7 Holland Drive, NA, Waimakariri, New Zealand",059,NA,Urban
"714 Rangiora Leithfield Road, NA, Waimakariri, New Zealand",059,NA,Rural
"1130 HIGHFIELD ROAD, Charing Cross, Selwyn, New Zealand",062,Charing Cross,Rural
"52C Picton Avenue, Riccarton, Christchurch City, New Zealand",060,Riccarton,Urban
"72 LEVI ROAD, Rolleston, Selwyn, New Zealand",062,Rolleston,Peri-urban (disputed)
"53 Main Road, Pleasant Point, Pleasant Point, Timaru, New Zealand",064,Pleasant Point,Urban
"61 LYDIARD DRIVE, Springston, Selwyn, New Zealand",062,Springston,Peri-urban (disputed)
"50 Piripiri Place, Riccarton Park, Christchurch City, New Zealand",060,Riccarton Park,Urban
"WINDWHISTLE ROAD, Windwhistle, Selwyn, New Zealand",062,Windwhistle,Rural
"62A Peel Street, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Urban
"153 Le Cren Street, Seaview, Timaru, Seaview, Timaru, New Zealand",064,Seaview,Urban
"4 Bush Street, NA, Waimakariri, New Zealand",059,NA,Urban
"2 Kinley Street, NA, Waimakariri, New Zealand",059,NA,Urban
"4 Reflection Place, NA, Ashburton, New Zealand",063,NA,Urban
"0 STATE HIGHWAY 80, Ben Ohau, Mackenzie, New Zealand",065,Ben Ohau,Peri-urban/Uncertain
"104 Canon Street, St Albans, Christchurch City, New Zealand",060,St Albans,Urban
"23D Hoon Hay Road, Hoon Hay, Christchurch City, New Zealand",060,Hoon Hay,Urban
"214 SMILIE RD, Black Point, Waitaki (part), New Zealand",068,Black Point,Rural
"6 LEAMINGTON STREET, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"290 A Wills Street ASHBURTON, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"121 Ashley Street, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"20 Sneyd Street, NA, Waimakariri, New Zealand",059,NA,Urban
"16 York Street, Seaview, Timaru, Seaview, Timaru, New Zealand",064,Seaview,Urban
"8 WILLIAM DEANS DRIVE, Prebbleton, Selwyn, New Zealand",062,Prebbleton,Urban
"266 ESPLANADE, NA, Kaikoura, New Zealand",054,NA,Urban
"49 Aldershot Street, Wainoni, Christchurch City, New Zealand",060,Wainoni,Urban
"0 S Hway 1 Studholme, Waimate, Waimate, New Zealand",066,Waimate,Urban
"30B Park Lane, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"37 Hopkinson Road, RD 25, Temuka, Temuka, Timaru, New Zealand",064,Temuka,Peri-urban (disputed)
"5 Te Pakiaka Road, NA, Waimakariri, New Zealand",059,NA,Urban
"20 Gibson Street, Seaview, Timaru, Seaview, Timaru, New Zealand",064,Seaview,Urban
"124 Elizabeth Avenue, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"56 SUNLINE AVENUE, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"14 OTHELLO DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"3 Blankney Street, Hornby, Christchurch City, New Zealand",060,Hornby,Urban
"141B Rugby Street, Merivale, Christchurch City, New Zealand",060,Merivale,Urban
"780 GLASNEVIN ROAD, Amberley, Hurunui, New Zealand",058,Amberley,Peri-urban (disputed)
"0 CHAMBERLAIN ROAD, Albury, Mackenzie, New Zealand",065,Albury,Rural
"0 Hansen Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"513 Spur Road, RD 5, Timaru, Rosewill, Timaru, New Zealand",064,Rosewill,Rural
"10 MANNING PLACE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"1085 Orton Rangitata Mouth Road, RD 26, Temuka, Clandeboye, Timaru, New Zealand",064,Clandeboye,Rural
"11 ALLAN STREET, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"39 SOUTH BAY PARADE, NA, Kaikoura, New Zealand",054,NA,Urban
"29 Park View Terrace, Maori Hill, Timaru, Maori Hill, Timaru, New Zealand",064,Maori Hill,Urban
"17 THE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"18 Rhodes Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"106 LOCHABER ROAD, Fairlie, Mackenzie, New Zealand",065,Fairlie,Rural
"45 Trevors Road, NA, Ashburton, New Zealand",063,NA,Urban
"35 Guinness Street, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"33 TEMPLE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"1 LOE PLACE, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"50 TORQUAY STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"257 SOUTHFIELD DRIVE, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"19 Burnett Street, Kakanui, Oamaru, Kakanui, Waitaki (part), New Zealand",068,Kakanui,Rural
"4/139 Totara Street, Riccarton, Christchurch City, New Zealand",060,Riccarton,Urban
"1 Severn Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"13 Wisteria Lane, NA, Waimakariri, New Zealand",059,NA,Urban
"NA, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"285 Greenhill Road, Ikawai, Waimate, New Zealand",066,Ikawai,Peri-urban/Uncertain
"4 Guise Street, Temuka, Temuka, Timaru, New Zealand",064,Temuka,Urban
"11 Hayes Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"6 Leading Light Lane, Governors Bay, Christchurch City, New Zealand",060,Governors Bay,Peri-urban (disputed)
"340 DOUGLAS ROAD, Amberley, Hurunui, New Zealand",058,Amberley,Peri-urban (disputed)
"247 King Street, Temuka, Temuka, Timaru, New Zealand",064,Temuka,Urban
"8 St George Street, Watlington, Timaru, Watlington, Timaru, New Zealand",064,Watlington,Urban
"WAKATU QUAY, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"155 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"3 AVOCA STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"1/23 Dunedin Street, Redwood, Christchurch City, New Zealand",060,Redwood,Urban
"3 ALAN JAMES LANE, Prebbleton, Selwyn, New Zealand",062,Prebbleton,Urban
"12 Mersey Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"83 DOUGLAS ROAD, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"50 Farrington Avenue, Bishopdale, Christchurch City, New Zealand",060,Bishopdale,Urban
"18 Wardour Mews, Hyde Park, Christchurch City, New Zealand",060,Hyde Park,Urban
"57 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"485 Barnswood Road, NA, Ashburton, New Zealand",063,NA,Rural
"3 Foster Place, NA, Waimakariri, New Zealand",059,NA,Urban
"1/8 Maling Street, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Urban
"1 Hillview Place, Pleasant Point, Pleasant Point, Timaru, New Zealand",064,Pleasant Point,Urban
"67 Cain Street, Parkside, Timaru, Parkside, Timaru, New Zealand",064,Parkside,Urban
"4 GLENMARK DRIVE, Darfield, Selwyn, New Zealand",062,Darfield,Urban
"73 Cox Street, NA, Ashburton, New Zealand",063,NA,Urban
"5 Maple Crescent, Watlington, Timaru, Watlington, Timaru, New Zealand",064,Watlington,Urban
"374 Burnett Street, NA, Ashburton, New Zealand",063,NA,Urban
"17 Cunneen Place, Oaklands, Christchurch City, New Zealand",060,Oaklands,Urban
"20 Hewlings Street, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Urban
"12 Roxburgh Street, Glenwood, Timaru, Glenwood, Timaru, New Zealand",064,Glenwood,Urban
"5 Eton Street, NA, Ashburton, New Zealand",063,NA,Urban
"18 RIPPINGALE ROAD, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"8 BULLENS ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"114 Rolleston Street, NA, Ashburton, New Zealand",063,NA,Urban
"12 Beach Road, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"39B Chelmer Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"14 Alford Street, NA, Ashburton, New Zealand",063,NA,Urban
"21 Hills Street, NA, Waimakariri, New Zealand",059,NA,Urban
"44 AVOCA STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"102 Harrs Road, NA, Waimakariri, New Zealand",059,NA,Rural
"2A SIBBALD LANE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"183 Woodside Road, NA, Waimakariri, New Zealand",059,NA,Rural
